File,Line,Keyword,Code Snippet
C:/Users/lierm/Documents/Games/ALLV8/src\loading_animation.py,409,blit,"self.screen.blit(scaled_surf, scaled_rect)"
C:/Users/lierm/Documents/Games/ALLV8/src\loading_animation.py,412,blit,"self.screen.blit(scaled_surf, scaled_rect)"
C:/Users/lierm/Documents/Games/ALLV8/src\loading_animation.py,418,blit,"self.screen.blit(word_surface, word_rect)"
C:/Users/lierm/Documents/Games/ALLV8/src\loading_animation.py,420,blit,"self.screen.blit(word_surface, word_rect)"
C:/Users/lierm/Documents/Games/ALLV8/src\loading_animation.py,427,blit,"self.screen.blit(fade_surface, (0, 0))"
C:/Users/lierm/Documents/Games/ALLV8/src\loading_animation.py,433,blit,"self.screen.blit(black_surface, (0, 0))"
C:/Users/lierm/Documents/Games/ALLV8/src\loading_animation.py,462,pygame_draw,"pygame.draw.line(overlay, (*color, alpha), p, p_next, 2)"
C:/Users/lierm/Documents/Games/ALLV8/src\loading_animation.py,465,pygame_draw,"pygame.draw.line(overlay, (*color, alpha), p, p_next, 2)"
C:/Users/lierm/Documents/Games/ALLV8/src\loading_animation.py,467,blit,"self.screen.blit(overlay, (0, 0))"
C:/Users/lierm/Documents/Games/ALLV8/src\main.py,178,blit,"screen.blit(loading_image, (0, 0))"
C:/Users/lierm/Documents/Games/ALLV8/src\main.py,179,pygame_display_update,pygame.display.update()
C:/Users/lierm/Documents/Games/ALLV8/src\main.py,179,update,pygame.display.update()
C:/Users/lierm/Documents/Games/ALLV8/src\assets\pixpic\tools\pixpic\grid_app.py,313,update,"self.preview_canvas_manager.update(current_shape, shape_def)"
C:/Users/lierm/Documents/Games/ALLV8/src\assets\tools\icone_gen.py,58,pygame_draw,"pygame.draw.circle(surface, color,"
C:/Users/lierm/Documents/Games/ALLV8/src\assets\tools\icone_gen.py,69,pygame_draw,"pygame.draw.circle(surface, color, (ICON_SIZE[0] // 2, ICON_SIZE[1] // 2),"
C:/Users/lierm/Documents/Games/ALLV8/src\assets\tools\icone_gen.py,81,pygame_draw,"pygame.draw.polygon(surface, color, points)"
C:/Users/lierm/Documents/Games/ALLV8/src\assets\tools\icone_gen.py,83,pygame_draw,"pygame.draw.polygon(surface, color, [(ICON_SIZE[0] // 2, 2 * SCALE_FACTOR),"
C:/Users/lierm/Documents/Games/ALLV8/src\assets\tools\icone_gen.py,97,pygame_draw,"pygame.draw.polygon(surface, color, points)"
C:/Users/lierm/Documents/Games/ALLV8/src\assets\tools\icone_gen.py,98,pygame_draw,"pygame.draw.line(surface, (255, 255, 255),"
C:/Users/lierm/Documents/Games/ALLV8/src\assets\tools\icone_gen.py,109,pygame_draw,"pygame.draw.polygon(surface, (255, 255, 0), points)"
C:/Users/lierm/Documents/Games/ALLV8/src\assets\tools\icone_gen.py,127,pygame_draw,"pygame.draw.line(surface, color, center, end_pos, 2 * SCALE_FACTOR)"
C:/Users/lierm/Documents/Games/ALLV8/src\assets\tools\icone_gen.py,136,pygame_draw,"pygame.draw.line(surface, color, end_pos, branch_end_pos, 2 * SCALE_FACTOR)"
C:/Users/lierm/Documents/Games/ALLV8/src\assets\tools\icone_gen.py,143,pygame_draw,"pygame.draw.circle(surface, color, (ICON_SIZE[0] // 2, ICON_SIZE[1] // 2), ICON_SIZE[0] // 2 - 2 * SCALE_FACTOR)"
C:/Users/lierm/Documents/Games/ALLV8/src\assets\tools\icone_gen.py,150,pygame_draw,"pygame.draw.polygon(surface, color, points)"
C:/Users/lierm/Documents/Games/ALLV8/src\assets\tools\icone_gen.py,158,pygame_draw,"pygame.draw.polygon(surface, color, points)"
C:/Users/lierm/Documents/Games/ALLV8/src\assets\tools\icone_gen.py,159,pygame_draw,"pygame.draw.line(surface, (255, 255, 255), (ICON_SIZE[0] // 2, ICON_SIZE[1] // 2),"
C:/Users/lierm/Documents/Games/ALLV8/src\assets\tools\icone_gen.py,166,pygame_draw,"pygame.draw.circle(surface, color, (ICON_SIZE[0] // 2, ICON_SIZE[1] // 2), ICON_SIZE[0] // 3 - 2 * SCALE_FACTOR)"
C:/Users/lierm/Documents/Games/ALLV8/src\assets\tools\icone_gen.py,170,pygame_draw,"pygame.draw.line(surface, color, (ICON_SIZE[0] // 2, ICON_SIZE[1] // 2), end_pos, 2 * SCALE_FACTOR)"
C:/Users/lierm/Documents/Games/ALLV8/src\assets\tools\icone_gen.py,176,pygame_draw,"pygame.draw.line(surface, color, (ICON_SIZE[0] // 2, 2 * SCALE_FACTOR), (ICON_SIZE[0] // 2, ICON_SIZE[1] - 2 * SCALE_FACTOR), 2 * SCALE_FACTOR)"
C:/Users/lierm/Documents/Games/ALLV8/src\assets\tools\icone_gen.py,177,pygame_draw,"pygame.draw.line(surface, color, (2 * SCALE_FACTOR, ICON_SIZE[1] // 2), (ICON_SIZE[0] - 2 * SCALE_FACTOR, ICON_SIZE[1] // 2), 2 * SCALE_FACTOR)"
C:/Users/lierm/Documents/Games/ALLV8/src\assets\tools\icone_gen.py,184,pygame_draw,"pygame.draw.line(surface, color, (2 * SCALE_FACTOR, i), (ICON_SIZE[0] - 2 * SCALE_FACTOR, i), 2 * SCALE_FACTOR)"
C:/Users/lierm/Documents/Games/ALLV8/src\assets\tools\icone_gen.py,193,pygame_draw,"pygame.draw.line(surface, color, (ICON_SIZE[0] // 2, ICON_SIZE[1] // 2), end_pos, 2 * SCALE_FACTOR)"
C:/Users/lierm/Documents/Games/ALLV8/src\assets\tools\icone_gen.py,201,pygame_draw,"pygame.draw.polygon(surface, color, points)"
C:/Users/lierm/Documents/Games/ALLV8/src\assets\tools\icone_gen.py,206,pygame_draw,"pygame.draw.line(surface, color, (0, 0), (ICON_SIZE[0], ICON_SIZE[1]), 2 * SCALE_FACTOR)"
C:/Users/lierm/Documents/Games/ALLV8/src\assets\tools\icone_gen.py,207,pygame_draw,"pygame.draw.line(surface, color, (0, ICON_SIZE[1]), (ICON_SIZE[0], 0), 2 * SCALE_FACTOR)"
C:/Users/lierm/Documents/Games/ALLV8/src\assets\tools\icone_gen.py,212,pygame_draw,"pygame.draw.rect(surface, color, (4 * SCALE_FACTOR, 4 * SCALE_FACTOR, 12 * SCALE_FACTOR, 12 * SCALE_FACTOR))"
C:/Users/lierm/Documents/Games/ALLV8/src\assets\tools\icone_gen.py,213,pygame_draw,"pygame.draw.circle(surface, (255, 255, 255), (ICON_SIZE[0] // 2, ICON_SIZE[1] // 2), 4 * SCALE_FACTOR)"
C:/Users/lierm/Documents/Games/ALLV8/src\assets\tools\icone_gen.py,218,pygame_draw,"pygame.draw.polygon(surface, color, [(2 * SCALE_FACTOR, 18 * SCALE_FACTOR), (10 * SCALE_FACTOR, 2 * SCALE_FACTOR), (18 * SCALE_FACTOR, 18 * SCALE_FACTOR)])"
C:/Users/lierm/Documents/Games/ALLV8/src\assets\tools\icone_gen.py,219,pygame_draw,"pygame.draw.circle(surface, (0, 0, 0), (10 * SCALE_FACTOR, 10 * SCALE_FACTOR), 2 * SCALE_FACTOR)"
C:/Users/lierm/Documents/Games/ALLV8/src\assets\tools\icone_gen.py,224,pygame_draw,"pygame.draw.circle(surface, color, (ICON_SIZE[0] // 2, ICON_SIZE[1] // 2), 8 * SCALE_FACTOR)"
C:/Users/lierm/Documents/Games/ALLV8/src\assets\tools\icone_gen.py,225,pygame_draw,"pygame.draw.line(surface, (0, 0, 0), (0, ICON_SIZE[1] // 2), (ICON_SIZE[0], ICON_SIZE[1] // 2), 2 * SCALE_FACTOR)"
C:/Users/lierm/Documents/Games/ALLV8/src\assets\tools\icone_gen.py,226,pygame_draw,"pygame.draw.line(surface, (0, 0, 0), (ICON_SIZE[0] // 2, 0), (ICON_SIZE[0] // 2, ICON_SIZE[1]), 2 * SCALE_FACTOR)"
C:/Users/lierm/Documents/Games/ALLV8/src\assets\tools\icone_gen.py,231,pygame_draw,"pygame.draw.polygon(surface, color, [(2 * SCALE_FACTOR, 18 * SCALE_FACTOR), (18 * SCALE_FACTOR, 18 * SCALE_FACTOR), (10 * SCALE_FACTOR, 2 * SCALE_FACTOR)])"
C:/Users/lierm/Documents/Games/ALLV8/src\assets\tools\icone_gen.py,232,pygame_draw,"pygame.draw.line(surface, (0, 0, 0), (2 * SCALE_FACTOR, 18 * SCALE_FACTOR), (18 * SCALE_FACTOR, 18 * SCALE_FACTOR), 2 * SCALE_FACTOR)"
C:/Users/lierm/Documents/Games/ALLV8/src\assets\tools\icone_gen.py,240,pygame_draw,"pygame.draw.line(surface, color, (ICON_SIZE[0] // 2, ICON_SIZE[1] // 2), end_pos, 2 * SCALE_FACTOR)"
C:/Users/lierm/Documents/Games/ALLV8/src\assets\tools\icone_gen.py,245,pygame_draw,"pygame.draw.arc(surface, color, (2 * SCALE_FACTOR, 2 * SCALE_FACTOR, ICON_SIZE[0] - 4 * SCALE_FACTOR, ICON_SIZE[1] - 4 * SCALE_FACTOR), 0, 3.14, 2 * SCALE_FACTOR)"
C:/Users/lierm/Documents/Games/ALLV8/src\assets\tools\icone_gen.py,246,pygame_draw,"pygame.draw.arc(surface, color, (4 * SCALE_FACTOR, 4 * SCALE_FACTOR, ICON_SIZE[0] - 8 * SCALE_FACTOR, ICON_SIZE[1] - 8 * SCALE_FACTOR), 3.14, 6.28, 2 * SCALE_FACTOR)"
C:/Users/lierm/Documents/Games/ALLV8/src\assets\tools\icone_gen.py,251,pygame_draw,"pygame.draw.circle(surface, color, (ICON_SIZE[0] // 2, ICON_SIZE[1] // 2), 8 * SCALE_FACTOR)"
C:/Users/lierm/Documents/Games/ALLV8/src\assets\tools\icone_gen.py,255,pygame_draw,"pygame.draw.line(surface, (255, 255, 255), (ICON_SIZE[0] // 2, ICON_SIZE[1] // 2), end_pos, 2 * SCALE_FACTOR)"
C:/Users/lierm/Documents/Games/ALLV8/src\assets\tools\icone_gen.py,260,pygame_draw,"pygame.draw.polygon(surface, color, [(10 * SCALE_FACTOR, 0), (15 * SCALE_FACTOR, 7 * SCALE_FACTOR), (5 * SCALE_FACTOR, 7 * SCALE_FACTOR)])"
C:/Users/lierm/Documents/Games/ALLV8/src\assets\tools\icone_gen.py,261,pygame_draw,"pygame.draw.polygon(surface, color, [(10 * SCALE_FACTOR, 20 * SCALE_FACTOR), (5 * SCALE_FACTOR, 13 * SCALE_FACTOR), (15 * SCALE_FACTOR, 13 * SCALE_FACTOR)])"
C:/Users/lierm/Documents/Games/ALLV8/src\assets\tools\icone_gen.py,266,pygame_draw,"pygame.draw.line(surface, color, (2 * SCALE_FACTOR, 10 * SCALE_FACTOR), (18 * SCALE_FACTOR, 10 * SCALE_FACTOR), 2 * SCALE_FACTOR)"
C:/Users/lierm/Documents/Games/ALLV8/src\assets\tools\icone_gen.py,267,pygame_draw,"pygame.draw.line(surface, (255, 255, 255), (5 * SCALE_FACTOR, 8 * SCALE_FACTOR), (15 * SCALE_FACTOR, 12 * SCALE_FACTOR), SCALE_FACTOR)"
C:/Users/lierm/Documents/Games/ALLV8/src\assets\tools\icone_gen.py,272,pygame_draw,"pygame.draw.polygon(surface, color, [(10 * SCALE_FACTOR, 0), (15 * SCALE_FACTOR, 10 * SCALE_FACTOR), (10 * SCALE_FACTOR, 8 * SCALE_FACTOR), (5 * SCALE_FACTOR, 10 * SCALE_FACTOR)])"
C:/Users/lierm/Documents/Games/ALLV8/src\assets\tools\icone_gen.py,273,pygame_draw,"pygame.draw.polygon(surface, color, [(10 * SCALE_FACTOR, 20 * SCALE_FACTOR), (15 * SCALE_FACTOR, 10 * SCALE_FACTOR), (10 * SCALE_FACTOR, 12 * SCALE_FACTOR), (5 * SCALE_FACTOR, 10 * SCALE_FACTOR)])"
C:/Users/lierm/Documents/Games/ALLV8/src\assets\tools\icone_gen.py,278,pygame_draw,"pygame.draw.polygon(surface, color, [(10 * SCALE_FACTOR, 0), (13 * SCALE_FACTOR, 8 * SCALE_FACTOR), (7 * SCALE_FACTOR, 8 * SCALE_FACTOR), (10 * SCALE_FACTOR, 20 * SCALE_FACTOR)])"
C:/Users/lierm/Documents/Games/ALLV8/src\assets\tools\icone_gen.py,283,pygame_draw,"pygame.draw.line(surface, color, (ICON_SIZE[0] // 2, 0), (ICON_SIZE[0] // 2, ICON_SIZE[1]), 2 * SCALE_FACTOR)"
C:/Users/lierm/Documents/Games/ALLV8/src\assets\tools\icone_gen.py,284,pygame_draw,"pygame.draw.line(surface, color, (0, ICON_SIZE[1] // 2), (ICON_SIZE[0], ICON_SIZE[1] // 2), 2 * SCALE_FACTOR)"
C:/Users/lierm/Documents/Games/ALLV8/src\assets\tools\icone_gen.py,285,pygame_draw,"pygame.draw.circle(surface, color, (ICON_SIZE[0] // 2, ICON_SIZE[1] // 2), 3 * SCALE_FACTOR)"
C:/Users/lierm/Documents/Games/ALLV8/src\assets\tools\icone_gen.py,290,pygame_draw,"pygame.draw.circle(surface, color, (ICON_SIZE[0] // 2, ICON_SIZE[1] // 2), 8 * SCALE_FACTOR)"
C:/Users/lierm/Documents/Games/ALLV8/src\assets\tools\icone_gen.py,291,pygame_draw,"pygame.draw.line(surface, (0, 0, 0), (ICON_SIZE[0] // 2, 0), (ICON_SIZE[0] // 2, ICON_SIZE[1]), 2 * SCALE_FACTOR)"
C:/Users/lierm/Documents/Games/ALLV8/src\assets\tools\icone_gen.py,292,pygame_draw,"pygame.draw.line(surface, (0, 0, 0), (0, ICON_SIZE[1] // 2), (ICON_SIZE[0], ICON_SIZE[1] // 2), 2 * SCALE_FACTOR)"
C:/Users/lierm/Documents/Games/ALLV8/src\assets\tools\icone_gen.py,297,pygame_draw,"pygame.draw.polygon(surface, color, [(10 * SCALE_FACTOR, 0), (15 * SCALE_FACTOR, 5 * SCALE_FACTOR), (10 * SCALE_FACTOR, 10 * SCALE_FACTOR), (5 * SCALE_FACTOR, 5 * SCALE_FACTOR)])"
C:/Users/lierm/Documents/Games/ALLV8/src\assets\tools\icone_gen.py,298,pygame_draw,"pygame.draw.polygon(surface, color, [(10 * SCALE_FACTOR, 20 * SCALE_FACTOR), (15 * SCALE_FACTOR, 15 * SCALE_FACTOR), (10 * SCALE_FACTOR, 10 * SCALE_FACTOR), (5 * SCALE_FACTOR, 15 * SCALE_FACTOR)])"
C:/Users/lierm/Documents/Games/ALLV8/src\assets\tools\icone_gen.py,304,pygame_draw,"pygame.draw.line(surface, color, (i * 5 * SCALE_FACTOR, 0), (i * 5 * SCALE_FACTOR, ICON_SIZE[1]), 2 * SCALE_FACTOR)"
C:/Users/lierm/Documents/Games/ALLV8/src\assets\tools\icone_gen.py,316,pygame_draw,"pygame.draw.circle(surface, color, center, ICON_SIZE[0] // 2 - 2 * SCALE_FACTOR)"
C:/Users/lierm/Documents/Games/ALLV8/src\assets\tools\icone_gen.py,325,pygame_draw,"pygame.draw.circle(surface, ember_color, (x, y), 2 * SCALE_FACTOR)"
C:/Users/lierm/Documents/Games/ALLV8/src\assets\tools\icone_gen.py,329,pygame_draw,"pygame.draw.circle(surface, (color[0]//(i+1), color[1]//(i+1), color[2]//(i+1)), center, (ICON_SIZE[0]//2 - 2 * SCALE_FACTOR) - i*2*SCALE_FACTOR, 1 * SCALE_FACTOR)"
C:/Users/lierm/Documents/Games/ALLV8/src\assets\tools\icone_gen.py,351,pygame_draw,"pygame.draw.polygon(surface, flame_color, points)"
C:/Users/lierm/Documents/Games/ALLV8/src\assets\tools\icone_gen.py,363,pygame_draw,"pygame.draw.circle(surface, color, (ICON_SIZE[0]//2, ICON_SIZE[1]//2 + 2 * SCALE_FACTOR), 6 * SCALE_FACTOR)"
C:/Users/lierm/Documents/Games/ALLV8/src\assets\tools\icone_gen.py,366,pygame_draw,"pygame.draw.ellipse(surface, color, (ICON_SIZE[0]//2 - 4 * SCALE_FACTOR, ICON_SIZE[1]//2, 8 * SCALE_FACTOR, 4 * SCALE_FACTOR))"
C:/Users/lierm/Documents/Games/ALLV8/src\assets\tools\icone_gen.py,369,pygame_draw,"pygame.draw.circle(surface, (255, 255, 255), (ICON_SIZE[0]//2 - 2 * SCALE_FACTOR, ICON_SIZE[1]//2 - 2 * SCALE_FACTOR), 1 * SCALE_FACTOR)"
C:/Users/lierm/Documents/Games/ALLV8/src\assets\tools\icone_gen.py,370,pygame_draw,"pygame.draw.circle(surface, (255, 255, 255), (ICON_SIZE[0]//2 + 2 * SCALE_FACTOR, ICON_SIZE[1]//2 - 2 * SCALE_FACTOR), 1 * SCALE_FACTOR)"
C:/Users/lierm/Documents/Games/ALLV8/src\assets\tools\icone_gen.py,390,pygame_draw,"pygame.draw.polygon(surface, color, main_arrow)"
C:/Users/lierm/Documents/Games/ALLV8/src\assets\tools\icone_gen.py,399,pygame_draw,"pygame.draw.polygon(surface, color, rotated_arrow)"
C:/Users/lierm/Documents/Games/ALLV8/src\assets\tools\icone_gen.py,414,pygame_draw,"pygame.draw.circle(surface, target_colors[i % 2], center, 8 * SCALE_FACTOR - i * 3 * SCALE_FACTOR, 2 * SCALE_FACTOR)"
C:/Users/lierm/Documents/Games/ALLV8/src\assets\tools\icone_gen.py,423,pygame_draw,"pygame.draw.polygon(surface, missile_color, missile)"
C:/Users/lierm/Documents/Games/ALLV8/src\assets\tools\icone_gen.py,426,pygame_draw,"pygame.draw.line(surface, missile_color, (center[0], center[1] - 5 * SCALE_FACTOR), (center[0], center[1] + 5 * SCALE_FACTOR), 1 * SCALE_FACTOR)"
C:/Users/lierm/Documents/Games/ALLV8/src\assets\tools\icone_gen.py,440,pygame_draw,"pygame.draw.ellipse(surface, (169, 169, 169), shield_rect, 2 * SCALE_FACTOR)"
C:/Users/lierm/Documents/Games/ALLV8/src\assets\tools\icone_gen.py,443,pygame_draw,"pygame.draw.line(surface, color, (center[0] - 8 * SCALE_FACTOR, center[1]), (center[0] + 8 * SCALE_FACTOR, center[1]), 2 * SCALE_FACTOR)"
C:/Users/lierm/Documents/Games/ALLV8/src\assets\tools\icone_gen.py,444,pygame_draw,"pygame.draw.polygon(surface, color, ["
C:/Users/lierm/Documents/Games/ALLV8/src\assets\tools\icone_gen.py,461,pygame_draw,"pygame.draw.line(surface, (105, 105, 105), (wall_x, 2 * SCALE_FACTOR), (wall_x, ICON_SIZE[1] - 2 * SCALE_FACTOR), 2 * SCALE_FACTOR)"
C:/Users/lierm/Documents/Games/ALLV8/src\assets\tools\icone_gen.py,464,pygame_draw,"pygame.draw.line(surface, color, (wall_x - 10 * SCALE_FACTOR, ICON_SIZE[1]//2), (wall_x, ICON_SIZE[1]//2), 2 * SCALE_FACTOR)"
C:/Users/lierm/Documents/Games/ALLV8/src\assets\tools\icone_gen.py,465,pygame_draw,"pygame.draw.polygon(surface, color, ["
C:/Users/lierm/Documents/Games/ALLV8/src\assets\tools\icone_gen.py,472,pygame_draw,"pygame.draw.line(surface, color, (wall_x, ICON_SIZE[1]//2), (wall_x + 6 * SCALE_FACTOR, ICON_SIZE[1]//2 - 4 * SCALE_FACTOR), 2 * SCALE_FACTOR)"
C:/Users/lierm/Documents/Games/ALLV8/src\assets\tools\icone_gen.py,473,pygame_draw,"pygame.draw.polygon(surface, color, ["
C:/Users/lierm/Documents/Games/ALLV8/src\assets\tools\icone_gen.py,479,pygame_draw,"pygame.draw.line(surface, color, (wall_x, ICON_SIZE[1]//2), (wall_x + 6 * SCALE_FACTOR, ICON_SIZE[1]//2 + 4 * SCALE_FACTOR), 2 * SCALE_FACTOR)"
C:/Users/lierm/Documents/Games/ALLV8/src\assets\tools\icone_gen.py,480,pygame_draw,"pygame.draw.polygon(surface, color, ["
C:/Users/lierm/Documents/Games/ALLV8/src\assets\tools\icone_gen.py,499,pygame_draw,"pygame.draw.circle(surface, spiral_color, center, 8 * SCALE_FACTOR - i * 2 * SCALE_FACTOR, 1 * SCALE_FACTOR)"
C:/Users/lierm/Documents/Games/ALLV8/src\assets\tools\icone_gen.py,500,pygame_draw,"pygame.draw.line(surface, spiral_color, center, ("
C:/Users/lierm/Documents/Games/ALLV8/src\assets\tools\icone_gen.py,507,pygame_draw,"pygame.draw.polygon(surface, arrow_color, ["
C:/Users/lierm/Documents/Games/ALLV8/src\assets\tools\icone_gen.py,512,pygame_draw,"pygame.draw.polygon(surface, arrow_color, ["
C:/Users/lierm/Documents/Games/ALLV8/src\assets\tools\icone_gen.py,529,pygame_draw,"pygame.draw.arc(surface, color, (4 * SCALE_FACTOR, ICON_SIZE[1]//2 - 4 * SCALE_FACTOR, 12 * SCALE_FACTOR, 8 * SCALE_FACTOR), math.pi, 0, 2 * SCALE_FACTOR)"
C:/Users/lierm/Documents/Games/ALLV8/src\assets\tools\icone_gen.py,537,pygame_draw,"pygame.draw.polygon(surface, color, arrow)"
C:/Users/lierm/Documents/Games/ALLV8/src\assets\tools\icone_gen.py,550,pygame_draw,"pygame.draw.circle(surface, color, center, 4 * SCALE_FACTOR)"
C:/Users/lierm/Documents/Games/ALLV8/src\assets\tools\icone_gen.py,558,pygame_draw,"pygame.draw.circle(surface, color, end_pos, 1 * SCALE_FACTOR)"
C:/Users/lierm/Documents/Games/ALLV8/src\assets\tools\icone_gen.py,571,pygame_draw,"pygame.draw.circle(surface, color, (ICON_SIZE[0]//2, ICON_SIZE[1]//2), 6 * SCALE_FACTOR + i * 4 * SCALE_FACTOR, 2 * SCALE_FACTOR)"
C:/Users/lierm/Documents/Games/ALLV8/src\assets\tools\icone_gen.py,575,blit,"surface.blit(snail_icon, (0,0))"
C:/Users/lierm/Documents/Games/ALLV8/src\assets\tools\icone_gen.py,588,pygame_draw,"pygame.draw.circle(surface, color, (ICON_SIZE[0]//2, ICON_SIZE[1]//2 - 2 * SCALE_FACTOR), head_radius)"
C:/Users/lierm/Documents/Games/ALLV8/src\assets\tools\icone_gen.py,590,pygame_draw,"pygame.draw.circle(surface, (0, 0, 0), (ICON_SIZE[0]//2 - 2 * SCALE_FACTOR, ICON_SIZE[1]//2 - 4 * SCALE_FACTOR), 1 * SCALE_FACTOR)"
C:/Users/lierm/Documents/Games/ALLV8/src\assets\tools\icone_gen.py,591,pygame_draw,"pygame.draw.circle(surface, (0, 0, 0), (ICON_SIZE[0]//2 + 2 * SCALE_FACTOR, ICON_SIZE[1]//2 - 4 * SCALE_FACTOR), 1 * SCALE_FACTOR)"
C:/Users/lierm/Documents/Games/ALLV8/src\assets\tools\icone_gen.py,600,pygame_draw,"pygame.draw.polygon(surface, heart_color, heart_points)"
C:/Users/lierm/Documents/Games/ALLV8/src\assets\tools\icone_gen.py,601,pygame_draw,"pygame.draw.circle(surface, heart_color, (ICON_SIZE[0]//2 - 4 * SCALE_FACTOR, ICON_SIZE[1]//2 + 8 * SCALE_FACTOR), 2 * SCALE_FACTOR)"
C:/Users/lierm/Documents/Games/ALLV8/src\assets\tools\icone_gen.py,602,pygame_draw,"pygame.draw.circle(surface, heart_color, (ICON_SIZE[0]//2 + 4 * SCALE_FACTOR, ICON_SIZE[1]//2 + 8 * SCALE_FACTOR), 2 * SCALE_FACTOR)"
C:/Users/lierm/Documents/Games/ALLV8/src\assets\tools\icone_gen.py,616,pygame_draw,"pygame.draw.circle(surface, color, center, head_radius)"
C:/Users/lierm/Documents/Games/ALLV8/src\assets\tools\icone_gen.py,617,pygame_draw,"pygame.draw.circle(surface, (0,0,0), (center[0]-2 * SCALE_FACTOR, center[1]-2 * SCALE_FACTOR), 1 * SCALE_FACTOR)"
C:/Users/lierm/Documents/Games/ALLV8/src\assets\tools\icone_gen.py,618,pygame_draw,"pygame.draw.circle(surface, (0,0,0), (center[0]+2 * SCALE_FACTOR, center[1]-2 * SCALE_FACTOR), 1 * SCALE_FACTOR)"
C:/Users/lierm/Documents/Games/ALLV8/src\assets\tools\icone_gen.py,627,pygame_draw,"pygame.draw.polygon(surface, (255, 255, 255), arrow)"
C:/Users/lierm/Documents/Games/ALLV8/src\assets\tools\icone_gen.py,647,pygame_draw,"pygame.draw.circle(surface, enemy_color, pos, 4 * SCALE_FACTOR)"
C:/Users/lierm/Documents/Games/ALLV8/src\assets\tools\icone_gen.py,648,pygame_draw,"pygame.draw.line(surface, enemy_color, (pos[0], pos[1]+4 * SCALE_FACTOR), (pos[0], pos[1]+8 * SCALE_FACTOR), 2 * SCALE_FACTOR)"
C:/Users/lierm/Documents/Games/ALLV8/src\assets\tools\icone_gen.py,651,pygame_draw,"pygame.draw.line(surface, (255, 255, 255), (ICON_SIZE[0]//2 - 6 * SCALE_FACTOR, ICON_SIZE[1]//2 - 6 * SCALE_FACTOR),"
C:/Users/lierm/Documents/Games/ALLV8/src\assets\tools\icone_gen.py,661,update,EFFECT_DESIGNS.update({
C:/Users/lierm/Documents/Games/ALLV8/src\assets\tools\icone_gen.py,669,update,EFFECT_DESIGNS.update({
C:/Users/lierm/Documents/Games/ALLV8/src\assets\tools\icone_gen.py,677,update,EFFECT_DESIGNS.update({
C:/Users/lierm/Documents/Games/ALLV8/src\assets\tools\icone_gen.py,685,update,EFFECT_DESIGNS.update({
C:/Users/lierm/Documents/Games/ALLV8/src\assets\tools\icone_gen.py,704,pygame_draw,"pygame.draw.polygon(surface, flame_color, ["
C:/Users/lierm/Documents/Games/ALLV8/src\assets\tools\icone_gen.py,718,pygame_draw,"pygame.draw.polygon(surface, color, ["
C:/Users/lierm/Documents/Games/ALLV8/src\assets\tools\icone_gen.py,726,pygame_draw,"pygame.draw.line(surface, color,"
C:/Users/lierm/Documents/Games/ALLV8/src\assets\tools\icone_gen.py,739,pygame_draw,"pygame.draw.circle(surface, color, center, 4 * SCALE_FACTOR)"
